"","Description","spID","MW","retinaKO","retinaWT","testisKO","testisWT"
"707","Dynactin subunit 4 OS=Mus musculus GN=Dctn4 PE=1 SV=1","Q8CBY8",53,8,11,7,7
"708","Dynamin-1 OS=Mus musculus GN=Dnm1 PE=1 SV=2","P39053",98,14,30,0,0
"709","Dynamin-2 OS=Mus musculus GN=Dnm2 PE=1 SV=2","P39054",98,0,0,19,18
"710","Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1","Q8BZ98",97,16,27,10,6
"711","Dynamin-binding protein OS=Mus musculus GN=Dnmbp PE=1 SV=2","Q6TXD4",177,0,0,2,3
"712","Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus GN=Opa1 PE=1 SV=1","P58281",111,6,6,11,11
"713","Dynein assembly factor 5, axonemal OS=Mus musculus GN=Dnaaf5 PE=1 SV=1","B9EJR8",94,0,0,0,2
"714","Dynein heavy chain 17, axonemal OS=Mus musculus GN=Dnah17 PE=1 SV=2","Q69Z23",512,0,0,4,0
"715","Dynein heavy chain 2, axonemal OS=Mus musculus GN=Dnah2 PE=1 SV=1","P0C6F1",512,0,0,0,3
"716","Dynein heavy chain 8, axonemal OS=Mus musculus GN=Dnah8 PE=1 SV=2","Q91XQ0",541,0,0,11,2
"717","Dynein intermediate chain 2, axonemal OS=Mus musculus GN=Dnai2 PE=1 SV=2","A2AC93",71,0,0,5,4
"718","Dynein light chain 1, cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1","P63168",10,3,6,14,17
"719","Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1","Q9D0M5",10,5,6,8,12
"720","Dynein light chain roadblock-type 1 OS=Mus musculus GN=Dynlrb1 PE=1 SV=3","P62627",11,0,0,0,2
"721","Dynein light chain roadblock-type 2 OS=Mus musculus GN=Dynlrb2 PE=1 SV=1","Q9DAJ5",11,0,0,0,4
"722","Dynein light chain Tctex-type 1 OS=Mus musculus GN=Dynlt1 PE=1 SV=1","P51807",12,0,2,5,9
"723","Dystonin OS=Mus musculus GN=Dst PE=1 SV=2","Q91ZU6",834,7,5,0,0
"724","Dystrobrevin alpha OS=Mus musculus GN=Dtna PE=1 SV=2","Q9D2N4",84,7,5,4,0
"725","Dystrobrevin beta OS=Mus musculus GN=Dtnb PE=1 SV=3","O70585",74,2,3,0,0
"726","Dystrophin OS=Mus musculus GN=Dmd PE=1 SV=3","P11531",426,17,26,0,0
"727","E1A-binding protein p400 OS=Mus musculus GN=Ep400 PE=1 SV=3","Q8CHI8",337,5,6,0,0
"728","E3 SUMO-protein ligase CBX4 OS=Mus musculus GN=Cbx4 PE=1 SV=2","O55187",61,3,2,0,0
"729","E3 SUMO-protein ligase NSE2 OS=Mus musculus GN=Nsmce2 PE=2 SV=1","Q91VT1",28,0,0,4,0
"730","E3 SUMO-protein ligase PIAS2 OS=Mus musculus GN=Pias2 PE=1 SV=2","Q8C5D8",68,0,0,0,3
"731","E3 SUMO-protein ligase PIAS4 OS=Mus musculus GN=Pias4 PE=1 SV=2","Q9JM05",56,0,0,6,3
"732","E3 SUMO-protein ligase RanBP2 OS=Mus musculus GN=Ranbp2 PE=1 SV=2","Q9ERU9",341,79,92,8,14
"733","E3 ubiquitin-protein ligase ARIH1 OS=Mus musculus GN=Arih1 PE=1 SV=3","Q9Z1K5",64,4,4,34,31
"734","E3 ubiquitin-protein ligase ARIH2 OS=Mus musculus GN=Arih2 PE=1 SV=1","Q9Z1K6",58,0,3,14,10
"735","E3 ubiquitin-protein ligase CCNB1IP1 OS=Mus musculus GN=Ccnb1ip1 PE=1 SV=1","D3Z3K2",31,0,0,2,4
"736","E3 ubiquitin-protein ligase Hakai OS=Mus musculus GN=Cbll1 PE=1 SV=1","Q9JIY2",54,0,4,2,0
"737","E3 ubiquitin-protein ligase HECW1 OS=Mus musculus GN=Hecw1 PE=1 SV=3","Q8K4P8",179,10,14,0,0
"738","E3 ubiquitin-protein ligase HECW2 OS=Mus musculus GN=Hecw2 PE=1 SV=1","Q6I6G8",176,5,5,0,0
"739","E3 ubiquitin-protein ligase HERC2 OS=Mus musculus GN=Herc2 PE=1 SV=3","Q4U2R1",527,4,2,0,0
"740","E3 ubiquitin-protein ligase Itchy OS=Mus musculus GN=Itch PE=1 SV=2","Q8C863",99,3,0,4,5
"741","E3 ubiquitin-protein ligase KCMF1 OS=Mus musculus GN=Kcmf1 PE=1 SV=1","Q80UY2",42,4,4,7,6
"742","E3 ubiquitin-protein ligase listerin OS=Mus musculus GN=Ltn1 PE=1 SV=3","Q6A009",199,0,0,0,3
"743","E3 ubiquitin-protein ligase MARCH11 OS=Mus musculus GN=March11 PE=2 SV=2","Q8CBH7",44,0,0,3,3
"744","E3 ubiquitin-protein ligase MIB1 OS=Mus musculus GN=Mib1 PE=1 SV=1","Q80SY4",110,0,0,0,2
"745","E3 ubiquitin-protein ligase MIB2 OS=Mus musculus GN=Mib2 PE=1 SV=2","Q8R516",106,9,7,0,0
"746","E3 ubiquitin-protein ligase Midline-1 OS=Mus musculus GN=Mid1 PE=1 SV=2","O70583",76,3,3,0,0
"747","E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus GN=Mycbp2 PE=1 SV=2","Q7TPH6",518,23,22,16,32
"748","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3","P46935",103,11,11,3,6
"749","E3 ubiquitin-protein ligase parkin OS=Mus musculus GN=Prkn PE=1 SV=1","Q9WVS6",52,0,0,12,9
"750","E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus GN=Rbbp6 PE=1 SV=5","P97868",200,7,9,0,0
"751","E3 ubiquitin-protein ligase RBX1 OS=Mus musculus GN=Rbx1 PE=1 SV=1","P62878",12,3,3,2,5
"752","E3 ubiquitin-protein ligase RFWD2 OS=Mus musculus GN=Rfwd2 PE=1 SV=2","Q9R1A8",80,0,2,0,0
"753","E3 ubiquitin-protein ligase RING2 OS=Mus musculus GN=Rnf2 PE=1 SV=1","Q9CQJ4",38,3,2,0,0
"754","E3 ubiquitin-protein ligase RNF114 OS=Mus musculus GN=Rnf114 PE=1 SV=2","Q9ET26",26,0,0,4,4
"755","E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=1 SV=2","E9Q555",585,0,0,4,10
"756","E3 ubiquitin-protein ligase RNF216 OS=Mus musculus GN=Rnf216 PE=1 SV=3","P58283",98,0,0,3,0
"757","E3 ubiquitin-protein ligase RNF31 OS=Mus musculus GN=Rnf31 PE=1 SV=2","Q924T7",119,16,18,6,7
"758","E3 ubiquitin-protein ligase RNF34 OS=Mus musculus GN=Rnf34 PE=1 SV=1","Q99KR6",42,0,0,0,2
"759","E3 ubiquitin-protein ligase SHPRH OS=Mus musculus GN=Shprh PE=1 SV=1","Q7TPQ3",191,8,14,0,0
"760","E3 ubiquitin-protein ligase TM129 OS=Mus musculus GN=Tmem129 PE=2 SV=1","Q8K304",41,0,0,2,0
"761","E3 ubiquitin-protein ligase TRAF7 OS=Mus musculus GN=Traf7 PE=1 SV=1","Q922B6",66,6,2,0,0
"762","E3 ubiquitin-protein ligase TRIM11 OS=Mus musculus GN=Trim11 PE=1 SV=1","Q99PQ2",53,0,0,2,0
"763","E3 ubiquitin-protein ligase TRIM21 OS=Mus musculus GN=Trim21 PE=1 SV=1","Q62191",54,3,2,0,0
"764","E3 ubiquitin-protein ligase TRIM32 OS=Mus musculus GN=Trim32 PE=1 SV=2","Q8CH72",72,19,18,29,28
"765","E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus GN=Trim33 PE=1 SV=2","Q99PP7",124,0,0,3,3
"766","E3 ubiquitin-protein ligase Trim36 OS=Mus musculus GN=Trim36 PE=1 SV=2","Q80WG7",83,0,0,87,79
"767","E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus GN=Trim56 PE=1 SV=1","Q80VI1",80,2,2,0,0
"768","E3 ubiquitin-protein ligase TRIM9 OS=Mus musculus GN=Trim9 PE=1 SV=2","Q8C7M3",91,20,17,0,0
"769","E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus GN=Trip12 PE=1 SV=1","G5E870",224,0,0,3,3
"770","E3 ubiquitin-protein ligase UBR1 OS=Mus musculus GN=Ubr1 PE=1 SV=2","O70481",200,0,0,3,3
"771","E3 ubiquitin-protein ligase UBR2 OS=Mus musculus GN=Ubr2 PE=1 SV=2","Q6WKZ8",199,2,2,9,11
"772","E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1","A2AN08",572,3,7,22,36
"773","E3 ubiquitin-protein ligase UBR5 OS=Mus musculus GN=Ubr5 PE=1 SV=2","Q80TP3",308,5,7,15,15
"774","E3 ubiquitin-protein ligase UHRF2 OS=Mus musculus GN=Uhrf2 PE=1 SV=1","Q7TMI3",90,0,2,0,0
"775","E3 ubiquitin-protein ligase XIAP OS=Mus musculus GN=Xiap PE=1 SV=2","Q60989",56,6,6,0,0
"776","E3 ubiquitin-protein ligase ZNRF4 OS=Mus musculus GN=Znrf4 PE=1 SV=1","Q9DAH2",36,0,0,2,0
"777","E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus GN=Trim25 PE=1 SV=2","Q61510",72,8,7,15,17
"778","EF-hand domain-containing family member B OS=Mus musculus GN=Efhb PE=1 SV=2","Q8CDU5",96,0,0,2,0
"779","EF-hand domain-containing protein 1 OS=Mus musculus GN=Efhc1 PE=1 SV=1","Q9D9T8",75,0,0,2,2
"780","EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus GN=Efemp1 PE=1 SV=1","Q8BPB5",55,0,0,5,2
"781","EH domain-containing protein 1 OS=Mus musculus GN=Ehd1 PE=1 SV=1","Q9WVK4",61,0,0,5,3
"782","eIF-2-alpha kinase activator GCN1 OS=Mus musculus GN=Gcn1 PE=1 SV=1","E9PVA8",293,2,0,11,14
"783","ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2","P70372",36,53,54,46,46
"784","ELAV-like protein 2 OS=Mus musculus GN=Elavl2 PE=2 SV=1","Q60899",40,17,19,3,2
"785","ELAV-like protein 3 OS=Mus musculus GN=Elavl3 PE=1 SV=1","Q60900",40,27,30,0,0
"786","ELAV-like protein 4 OS=Mus musculus GN=Elavl4 PE=1 SV=1","Q61701",42,20,24,0,0
"787","ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1","Q99MI1",128,0,6,0,0
"788","Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3","P10126",50,5,7,44,36
"789","Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=3","P57776",31,8,12,21,19
"790","Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3","Q9D8N0",50,6,7,53,45
"791","Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2","P58252",95,4,7,8,8
"792","Elongation factor Tu, mitochondrial OS=Mus musculus GN=Tufm PE=1 SV=1","Q8BFR5",50,4,3,31,25
"793","Elongator complex protein 1 OS=Mus musculus GN=Elp1 PE=1 SV=2","Q7TT37",150,13,14,8,11
"794","Elongator complex protein 2 OS=Mus musculus GN=Elp2 PE=1 SV=1","Q91WG4",93,0,0,5,4
"795","Elongator complex protein 3 OS=Mus musculus GN=Elp3 PE=1 SV=1","Q9CZX0",62,7,6,4,5
"796","Elongin-B OS=Mus musculus GN=Elob PE=1 SV=1","P62869",13,9,9,7,7
"797","Elongin-C OS=Mus musculus GN=Eloc PE=1 SV=1","P83940",12,3,3,3,3
"798","Endoplasmic reticulum export factor CTAGE5 OS=Mus musculus GN=Ctage5 PE=2 SV=1","Q8R311",88,0,2,0,0
"799","Endoplasmic reticulum lectin 1 OS=Mus musculus GN=Erlec1 PE=1 SV=1","Q8VEH8",55,0,0,4,2
"800","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Mus musculus GN=Man1b1 PE=1 SV=1","A2AJ15",75,0,0,0,2
"801","Endoplasmic reticulum resident protein 44 OS=Mus musculus GN=Erp44 PE=1 SV=1","Q9D1Q6",47,0,0,3,0
"802","Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Mus musculus GN=Ergic2 PE=1 SV=1","Q9CR89",42,0,0,3,2
"803","Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2","P08113",92,0,4,7,4
"804","Endoribonuclease Dicer OS=Mus musculus GN=Dicer1 PE=1 SV=3","Q8R418",217,0,5,0,0
"805","Engulfment and cell motility protein 1 OS=Mus musculus GN=Elmo1 PE=1 SV=2","Q8BPU7",84,4,3,0,0
"806","Enhancer of mRNA-decapping protein 3 OS=Mus musculus GN=Edc3 PE=1 SV=1","Q8K2D3",56,0,5,12,8
"807","Enhancer of mRNA-decapping protein 4 OS=Mus musculus GN=Edc4 PE=1 SV=2","Q3UJB9",152,0,2,0,0
"808","Enhancer of polycomb homolog 1 OS=Mus musculus GN=Epc1 PE=1 SV=1","Q8C9X6",90,4,2,0,0
"809","Enhancer of polycomb homolog 2 OS=Mus musculus GN=Epc2 PE=2 SV=2","Q8C0I4",91,2,2,0,0
"810","Enhancer of rudimentary homolog OS=Mus musculus GN=Erh PE=1 SV=1","P84089",12,19,22,2,3
"811","Enoyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Echs1 PE=1 SV=1","Q8BH95",31,0,0,0,2
"812","Ensconsin OS=Mus musculus GN=Map7 PE=1 SV=1","O88735",82,11,21,3,2
"813","EP300-interacting inhibitor of differentiation 3 OS=Mus musculus GN=Eid3 PE=1 SV=1","Q3V124",43,0,0,3,2
"814","Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus GN=Eps8 PE=1 SV=2","Q08509",92,5,9,3,4
"815","Epidermal growth factor receptor kinase substrate 8-like protein 3 OS=Mus musculus GN=Eps8l3 PE=2 SV=1","Q91WL0",68,0,0,11,9
"816","Epidermal growth factor receptor substrate 15 OS=Mus musculus GN=Eps15 PE=1 SV=1","P42567",98,0,3,0,0
"817","Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3","Q60902",99,6,3,2,7
"818","Epimerase family protein SDR39U1 OS=Mus musculus GN=Sdr39u1 PE=1 SV=1","Q5M8N4",33,0,0,0,2
"819","ER membrane protein complex subunit 1 OS=Mus musculus GN=Emc1 PE=1 SV=1","Q8C7X2",112,0,0,2,0
"820","Erbin OS=Mus musculus GN=Erbin PE=1 SV=3","Q80TH2",157,17,20,0,0
"821","ERC protein 2 OS=Mus musculus GN=Erc2 PE=1 SV=2","Q6PH08",111,16,12,0,0
"822","Erlin-2 OS=Mus musculus GN=Erlin2 PE=1 SV=1","Q8BFZ9",38,2,3,0,0
"823","Espin OS=Mus musculus GN=Espn PE=1 SV=2","Q9ET47",94,0,0,28,35
"824","Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus GN=Hsd17b11 PE=1 SV=1","Q9EQ06",33,0,0,4,9
"825","Eukaryotic initiation factor 4A-I OS=Mus musculus GN=Eif4a1 PE=1 SV=1","P60843",46,6,9,32,24
"826","Eukaryotic initiation factor 4A-II OS=Mus musculus GN=Eif4a2 PE=1 SV=2","P10630",46,0,9,32,26
"827","Eukaryotic initiation factor 4A-III OS=Mus musculus GN=Eif4a3 PE=1 SV=3","Q91VC3",47,19,22,24,15
"828","Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus GN=Eef1e1 PE=1 SV=1","Q9D1M4",20,0,0,12,11
"829","Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus GN=Eif2s1 PE=1 SV=3","Q6ZWX6",36,0,0,5,5
"830","Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus GN=Eif2s2 PE=1 SV=1","Q99L45",38,0,0,4,0
"831","Eukaryotic translation initiation factor 2 subunit 3, Y-linked OS=Mus musculus GN=Eif2s3y PE=1 SV=2","Q9Z0N2",51,0,0,4,3
"832","Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus GN=Eif3a PE=1 SV=5","P23116",162,105,123,114,122
"833","Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus GN=Eif3b PE=1 SV=1","Q8JZQ9",91,49,53,57,69
"834","Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1","Q8R1B4",106,45,53,57,68
"835","Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus GN=Eif3d PE=1 SV=2","O70194",64,29,31,40,37
"836","Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=1 SV=1","P60229",52,30,26,48,47
"837","Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus GN=Eif3f PE=1 SV=2","Q9DCH4",38,18,15,35,31
"838","Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2","Q9Z1D1",36,7,8,29,33
"839","Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus GN=Eif3h PE=1 SV=1","Q91WK2",40,23,26,37,40
"840","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus GN=Eif3i PE=1 SV=1","Q9QZD9",36,19,27,33,31
"841","Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus GN=Eif3k PE=1 SV=1","Q9DBZ5",25,16,12,17,21
"842","Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus GN=Eif3l PE=1 SV=1","Q8QZY1",67,39,34,50,48
"843","Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus GN=Eif3m PE=1 SV=1","Q99JX4",43,35,28,53,49
"844","Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1","Q6NZJ6",176,0,6,11,16
"845","Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=2","Q62448",102,0,7,38,32
"846","Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus GN=Eif4g3 PE=1 SV=2","Q80XI3",175,7,16,41,49
"847","Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=1 SV=1","Q8BGD9",69,7,9,6,8
"848","Eukaryotic translation initiation factor 4E OS=Mus musculus GN=Eif4e PE=1 SV=1","P63073",25,0,0,24,18
"849","Eukaryotic translation initiation factor 4E type 2 OS=Mus musculus GN=Eif4e2 PE=1 SV=1","Q8BMB3",28,4,3,11,12
"850","Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2","P63242",17,0,0,2,0
"851","Excitatory amino acid transporter 1 OS=Mus musculus GN=Slc1a3 PE=1 SV=2","P56564",60,5,7,0,0
"852","Exocyst complex component 1 OS=Mus musculus GN=Exoc1 PE=1 SV=4","Q8R3S6",102,0,0,3,4
"853","Exocyst complex component 2 OS=Mus musculus GN=Exoc2 PE=1 SV=1","Q9D4H1",104,0,0,5,8
"854","Exocyst complex component 4 OS=Mus musculus GN=Exoc4 PE=1 SV=2","O35382",111,0,0,5,7
"855","Exonuclease 3'-5' domain-containing protein 2 OS=Mus musculus GN=Exd2 PE=1 SV=2","Q8VEG4",74,4,6,3,3
"856","Exosome component 10 OS=Mus musculus GN=Exosc10 PE=1 SV=2","P56960",101,5,4,0,0
"857","Exportin-1 OS=Mus musculus GN=Xpo1 PE=1 SV=1","Q6P5F9",123,0,0,4,7
"858","Exportin-2 OS=Mus musculus GN=Cse1l PE=1 SV=1","Q9ERK4",110,0,0,5,6
"859","Exportin-5 OS=Mus musculus GN=Xpo5 PE=1 SV=1","Q924C1",137,0,0,3,4
"860","Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=3","Q9EPK7",124,0,0,2,0
"861","Extended synaptotagmin-1 OS=Mus musculus GN=Esyt1 PE=1 SV=2","Q3U7R1",122,0,0,0,3
"862","Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1","Q3TZZ7",94,0,0,0,3
"863","F-actin-capping protein subunit alpha-1 OS=Mus musculus GN=Capza1 PE=1 SV=4","P47753",33,0,3,0,0
"864","F-actin-capping protein subunit alpha-2 OS=Mus musculus GN=Capza2 PE=1 SV=3","P47754",33,5,3,0,0
"865","F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3","P47757",31,3,5,6,5
"866","F-box only protein 11 OS=Mus musculus GN=Fbxo11 PE=1 SV=3","Q7TPD1",104,2,0,0,0
"867","F-box only protein 21 OS=Mus musculus GN=Fbxo21 PE=1 SV=1","Q8VDH1",72,0,3,15,11
"868","F-box only protein 41 OS=Mus musculus GN=Fbxo41 PE=1 SV=3","Q6NS60",94,2,0,0,0
"869","F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus GN=Tbl1x PE=1 SV=2","Q9QXE7",57,14,14,8,11
"870","F-box-like/WD repeat-containing protein TBL1XR1 OS=Mus musculus GN=Tbl1xr1 PE=1 SV=1","Q8BHJ5",56,18,15,11,15
"871","F-box/LRR-repeat protein 20 OS=Mus musculus GN=Fbxl20 PE=1 SV=3","Q9CZV8",48,0,0,0,2
"872","F-box/SPRY domain-containing protein 1 OS=Mus musculus GN=Fbxo45 PE=1 SV=2","Q8K3B1",31,2,0,0,0
"873","F-box/WD repeat-containing protein 11 OS=Mus musculus GN=Fbxw11 PE=1 SV=1","Q5SRY7",62,2,3,0,0
"874","F-box/WD repeat-containing protein 5 OS=Mus musculus GN=Fbxw5 PE=1 SV=1","Q9QXW2",65,0,0,10,7
"875","F-box/WD repeat-containing protein 8 OS=Mus musculus GN=Fbxw8 PE=1 SV=2","Q8BIA4",68,2,0,0,0
"876","Fanconi anemia group D2 protein homolog OS=Mus musculus GN=Fancd2 PE=1 SV=2","Q80V62",164,0,0,0,3
"877","Far upstream element-binding protein 1 OS=Mus musculus GN=Fubp1 PE=1 SV=1","Q91WJ8",69,27,38,34,31
"878","Far upstream element-binding protein 2 OS=Mus musculus GN=Khsrp PE=1 SV=2","Q3U0V1",77,92,99,40,44
"879","FAS-associated factor 2 OS=Mus musculus GN=Faf2 PE=1 SV=2","Q3TDN2",52,0,2,22,23
"880","Fatty acid desaturase 2 OS=Mus musculus GN=Fads2 PE=1 SV=1","Q9Z0R9",52,0,0,5,7
"881","Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2","P19096",272,11,23,72,80
"882","Fatty aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=2","P47740",54,0,0,3,7
"883","FERM domain-containing protein 4A OS=Mus musculus GN=Frmd4a PE=1 SV=2","Q8BIE6",114,12,18,0,0
"884","FERM domain-containing protein 4B OS=Mus musculus GN=Frmd4b PE=1 SV=2","Q920B0",118,4,0,0,0
"885","FERM, ARHGEF and pleckstrin domain-containing protein 1 OS=Mus musculus GN=Farp1 PE=1 SV=1","F8VPU2",119,4,9,0,0
"886","FERM, ARHGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2","Q91VS8",121,8,6,0,0
"887","Ferritin heavy chain OS=Mus musculus GN=Fth1 PE=1 SV=2","P09528",21,0,0,3,3
"888","Ferrochelatase, mitochondrial OS=Mus musculus GN=Fech PE=1 SV=2","P22315",47,0,0,8,7
"889","Fibrinogen alpha chain OS=Mus musculus GN=Fga PE=1 SV=1","E9PV24",87,10,8,42,33
"890","Fibrinogen beta chain OS=Mus musculus GN=Fgb PE=1 SV=1","Q8K0E8",55,15,8,52,43
"891","Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1","Q8VCM7",49,10,8,53,49
"892","Fibromodulin OS=Mus musculus GN=Fmod PE=2 SV=1","P50608",43,0,0,4,2
"893","Fibronectin OS=Mus musculus GN=Fn1 PE=1 SV=4","P11276",273,14,12,5,13
"894","Fibronectin type III domain-containing protein 11 OS=Mus musculus GN=Fndc11 PE=1 SV=1","Q80WB0",37,0,0,5,5
"895","Fibronectin type III domain-containing protein 3B OS=Mus musculus GN=Fndc3b PE=1 SV=1","Q6NWW9",133,0,0,0,4
"896","Fibronectin type III domain-containing protein 8 OS=Mus musculus GN=Fndc8 PE=2 SV=1","Q9D2H8",36,0,0,2,5
"897","Fibrous sheath-interacting protein 2 OS=Mus musculus GN=Fsip2 PE=1 SV=3","A2ARZ3",785,0,0,2,3
"898","Fibulin-1 OS=Mus musculus GN=Fbln1 PE=1 SV=2","Q08879",78,0,0,5,4
"899","Fibulin-5 OS=Mus musculus GN=Fbln5 PE=1 SV=1","Q9WVH9",50,9,4,23,26
"900","Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5","Q8BTM8",281,36,44,43,44
"901","Filamin-B OS=Mus musculus GN=Flnb PE=1 SV=3","Q80X90",278,5,6,0,0
"902","Filensin OS=Mus musculus GN=Bfsp1 PE=1 SV=1","A2AMT1",74,4,0,0,0
"903","Flt3-interacting zinc finger protein 1 OS=Mus musculus GN=Fiz1 PE=1 SV=1","Q9WTJ4",53,7,4,0,0
"904","FLYWCH-type zinc finger-containing protein 1 OS=Mus musculus GN=Flywch1 PE=1 SV=2","Q8CI03",77,0,0,0,2
"905","Focadhesin OS=Mus musculus GN=Focad PE=1 SV=1","A2AKG8",199,0,0,2,10
"906","Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2 PE=1 SV=3","P34152",124,5,8,21,27
"907","Forkhead-associated domain-containing protein 1 OS=Mus musculus GN=Fhad1 PE=2 SV=1","A6PWD2",164,0,0,0,3
"908","Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=3","P97447",32,20,22,44,46
"909","Four and a half LIM domains protein 2 OS=Mus musculus GN=Fhl2 PE=1 SV=1","O70433",32,0,0,18,16
"910","Four and a half LIM domains protein 3 OS=Mus musculus GN=Fhl3 PE=1 SV=2","Q9R059",32,2,0,8,5
"911","Four and a half LIM domains protein 5 OS=Mus musculus GN=Fhl5 PE=1 SV=1","Q9WTX7",33,0,0,25,25
"912","Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2","Q61584",76,11,7,15,18
"913","Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus GN=Fxr2 PE=1 SV=1","Q9WVR4",74,4,5,4,3
"914","Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2","P05064",39,4,0,15,17
"915","FYVE and coiled-coil domain-containing protein 1 OS=Mus musculus GN=Fyco1 PE=1 SV=1","Q8VDC1",162,7,9,0,4
"916","G kinase-anchoring protein 1 OS=Mus musculus GN=Gkap1 PE=1 SV=1","Q9JMB0",42,0,0,4,4
"917","G-protein coupled receptor-associated sorting protein 1 OS=Mus musculus GN=Gprasp1 PE=1 SV=1","Q5U4C1",152,16,17,0,0
"918","G-protein coupled receptor-associated sorting protein 2 OS=Mus musculus GN=Gprasp2 PE=1 SV=2","Q8BUY8",93,3,2,0,0
"919","Galactocerebrosidase OS=Mus musculus GN=Galc PE=1 SV=2","P54818",77,4,3,9,7
"920","Galactokinase OS=Mus musculus GN=Galk1 PE=1 SV=2","Q9R0N0",42,0,0,12,8
"921","Galectin-3 OS=Mus musculus GN=Lgals3 PE=1 SV=3","P16110",28,2,0,2,2
"922","Galectin-9 OS=Mus musculus GN=Lgals9 PE=1 SV=1","O08573",40,0,2,0,0
"923","Gametogenetin OS=Mus musculus GN=Ggn PE=1 SV=2","Q80WJ1",69,0,0,0,2
"924","Gametogenetin-binding protein 2 OS=Mus musculus GN=Ggnbp2 PE=1 SV=1","Q5SV77",79,0,0,2,5
"925","Gamma-2-syntrophin OS=Mus musculus GN=Sntg2 PE=2 SV=1","Q925E0",60,0,2,0,0
