"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"484","Cingulin OS=Mus musculus GN=Cgn PE=1 SV=1","P59242",136,0,0,1.01630147566974e-06,5.05374148697246e-07
"485","Circadian locomoter output cycles protein kaput OS=Mus musculus GN=Clock PE=1 SV=1","O08785",96,1.20931852482489e-06,0,0,0
"486","Citron Rho-interacting kinase OS=Mus musculus GN=Cit PE=1 SV=3","P49025",235,0,0,2.35262979899719e-06,1.90106701041858e-06
"487","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3","Q68FD5",192,4.53494446809334e-05,3.92788666382616e-05,2.12364662520157e-05,1.62877876673883e-05
"488","Clathrin interactor 1 OS=Mus musculus GN=Clint1 PE=1 SV=2","Q99KN9",69,4.48674699065467e-06,2.47000487825963e-06,3.50550364071592e-06,2.49024942836324e-06
"489","Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=2","O08585",26,1.0418744213876e-05,8.19376618268821e-06,0,0
"490","Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus GN=Cpsf1 PE=1 SV=1","Q9EPU4",161,7.21084337783786e-06,1.05857351925413e-05,1.99599084848927e-05,2.04911952962461e-05
"491","Cleavage and polyadenylation specificity factor subunit 2 OS=Mus musculus GN=Cpsf2 PE=1 SV=1","O35218",88,1.14335569619808e-05,1.3556958593175e-05,2.51303637620155e-05,2.6555114358819e-05
"492","Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus GN=Cpsf3 PE=1 SV=2","Q9QXK7",78,1.98452270740495e-06,2.7312553942294e-06,1.68341218790424e-05,1.85044688292223e-05
"493","Cleavage and polyadenylation specificity factor subunit 4 OS=Mus musculus GN=Cpsf4 PE=2 SV=1","Q8BQZ5",24,1.12869728983656e-05,1.42025280499929e-05,2.1596406357982e-05,2.86378684261773e-05
"494","Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus GN=Nudt21 PE=1 SV=1","Q9CQF3",26,4.46517609166113e-05,4.75238438595916e-05,5.18313752591569e-05,4.49394242995398e-05
"495","Cleavage and polyadenylation specificity factor subunit 6 OS=Mus musculus GN=Cpsf6 PE=1 SV=1","Q6NVF9",59,2.16447519019506e-05,2.38313606262593e-05,8.1993136003186e-06,7.57204656692146e-06
"496","Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus GN=Cpsf7 PE=1 SV=2","Q8BTV2",52,2.15816844430288e-05,2.37619219297958e-05,1.46191058423263e-05,1.71827210557064e-05
"497","Cleavage stimulation factor subunit 1 OS=Mus musculus GN=Cstf1 PE=1 SV=1","Q99LC2",48,1.45118222978987e-05,1.50901860531175e-05,2.30361667818475e-05,3.00697618474862e-05
"498","Cleavage stimulation factor subunit 2 tau variant OS=Mus musculus GN=Cstf2t PE=1 SV=2","Q8C7E9",66,0,0,6.28259094050386e-06,1.04137703367917e-05
"499","Cleavage stimulation factor subunit 3 OS=Mus musculus GN=Cstf3 PE=1 SV=1","Q99LI7",83,8.85862244691004e-06,8.21351019758626e-06,2.53952922956512e-05,3.06390688704162e-05
"500","CLIP-associating protein 2 OS=Mus musculus GN=Clasp2 PE=1 SV=1","Q8BRT1",141,1.64673160827219e-06,0,0,0
"501","Clusterin OS=Mus musculus GN=Clu PE=1 SV=1","Q06890",52,0,0,5.98054329913349e-06,4.62611720730556e-06
"502","Clusterin-associated protein 1 OS=Mus musculus GN=Cluap1 PE=1 SV=1","Q8R3P7",48,0,0,6.47892190739461e-06,5.01162697458103e-06
"503","Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=2","Q8CIE6",138,1.85078313364505e-05,1.72900341478174e-05,1.50235870316397e-05,1.24512471418162e-05
"504","Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1","Q9JIF7",107,4.70164959184257e-06,5.1766223733619e-06,8.39635985506591e-06,5.45993005508427e-06
"505","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=1 SV=2","O55029",102,6.44969879906608e-06,5.43037837205611e-06,3.04890442700923e-06,3.70607709044647e-06
"506","Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2","Q5XJY5",57,2.71566265223835e-06,1.49500295263083e-06,5.45593423780599e-06,4.82321994546144e-06
"507","Coatomer subunit epsilon OS=Mus musculus GN=Cope PE=1 SV=3","O89079",35,1.8796265071564e-05,1.58256741128492e-05,1.18471714878073e-05,1.47280466191769e-05
"508","Coatomer subunit gamma-1 OS=Mus musculus GN=Copg1 PE=1 SV=1","Q9QZE5",98,3.94879518310168e-06,8.69542533673035e-07,3.87853828469881e-06,2.10400665988241e-06
"509","Coatomer subunit gamma-2 OS=Mus musculus GN=Copg2 PE=1 SV=1","Q9QXK3",98,1.97439759155084e-06,1.30431380050955e-06,7.05188779036148e-06,6.31201997964724e-06
"510","Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=3","P18760",19,1.01837349458938e-05,1.12125221447312e-05,3.63728949187066e-06,0
"511","Coiled-coil domain-containing protein 136 OS=Mus musculus GN=Ccdc136 PE=1 SV=2","Q3TVA9",132,0,0,2.09419698016795e-06,1.30172129209897e-06
"512","Coiled-coil domain-containing protein 177 OS=Mus musculus GN=Ccdc177 PE=1 SV=1","Q3UHB8",80,4.83727409929956e-06,5.85854282062207e-06,0,0
"513","Coiled-coil domain-containing protein 66 OS=Mus musculus GN=Ccdc66 PE=1 SV=3","Q6NS45",107,0,7.96403442055677e-07,0,0
"514","Coiled-coil domain-containing protein 87 OS=Mus musculus GN=Ccdc87 PE=2 SV=2","Q8CDL9",98,0,0,7.05188779036148e-07,7.01335553294138e-07
"515","Cold shock domain-containing protein E1 OS=Mus musculus GN=Csde1 PE=1 SV=1","Q91W50",89,3.04367808495253e-06,2.39368450280779e-06,7.765000038825e-06,6.95031413489247e-06
"516","Cold-inducible RNA-binding protein OS=Mus musculus GN=Cirbp PE=1 SV=1","P60824",19,4.48084337619328e-05,3.81225752920862e-05,3.63728949187066e-05,3.61741495909608e-05
"517","Collagen alpha-1(IV) chain OS=Mus musculus GN=Col4a1 PE=1 SV=4","P02463",161,7.21084337783786e-07,0,0,0
"518","Collagen alpha-1(XII) chain OS=Mus musculus GN=Col12a1 PE=2 SV=3","Q60847",340,0,6.26582119852628e-07,1.82934265620554e-06,1.41504761635229e-06
"519","Collagen alpha-1(XIV) chain OS=Mus musculus GN=Col14a1 PE=1 SV=2","Q80X19",193,0,0,0,5.34177856654084e-07
"520","Collagen alpha-1(XVIII) chain OS=Mus musculus GN=Col18a1 PE=1 SV=4","P39061",182,1.06313716468122e-06,1.63875323653764e-06,0,0
"521","Collagen alpha-2(IV) chain OS=Mus musculus GN=Col4a2 PE=1 SV=4","P08122",167,4.63451410711335e-07,0,0,0
"522","Complement C1q subcomponent subunit A OS=Mus musculus GN=C1qa PE=1 SV=2","P98086",26,0,0,0,3.96524332054763e-06
"523","Complement C1q subcomponent subunit C OS=Mus musculus GN=C1qc PE=1 SV=2","Q02105",26,0,0,2.65801924405933e-06,0
"524","Complement factor H OS=Mus musculus GN=Cfh PE=1 SV=2","P06909",139,0,0,1.24295863930832e-06,4.94466792969968e-07
"525","Cone-rod homeobox protein OS=Mus musculus GN=Crx PE=1 SV=1","O54751",32,6.04659262412445e-06,5.32594801874734e-06,0,0
"526","Connector enhancer of kinase suppressor of ras 2 OS=Mus musculus GN=Cnksr2 PE=1 SV=1","Q80YA9",117,6.61507569134983e-07,1.09250215769176e-06,0,0
"527","Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Mus musculus GN=Fam120b PE=1 SV=1","Q6RI63",89,3.91330039493897e-06,6.70231660786182e-06,2.71775001358875e-06,2.70289994134707e-06
"528","Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus GN=FAM120A PE=1 SV=2","Q6A0A9",122,2.79134505402204e-05,2.7939399442609e-05,4.2484733818981e-06,2.25347161386313e-06
"529","Constitutive coactivator of PPAR-gamma-like protein 2 OS=Mus musculus GN=Fam120c PE=1 SV=3","Q8C3F2",120,2.16064909768714e-05,2.13037920749893e-05,0,0
"530","Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=1 SV=2","O54991",156,3.22484939953304e-06,3.00438093365234e-06,0,0
"531","Copine-9 OS=Mus musculus GN=Cpne9 PE=1 SV=1","Q1RLL3",62,0,0,1.67197984706958e-06,1.10856264875525e-06
"532","Core histone macro-H2A.1 OS=Mus musculus GN=H2afy PE=1 SV=3","Q9QZQ8",40,7.7396385588793e-06,8.52151682999574e-06,0,0
"533","Coronin-2A OS=Mus musculus GN=Coro2a PE=2 SV=1","Q8C0P5",60,0,0,1.72771250863856e-06,2.86378684261773e-06
"534","Coronin-2B OS=Mus musculus GN=Coro2b PE=1 SV=2","Q8BH44",55,2.88477437194592e-05,3.9508850757253e-05,0,0
"535","COUP transcription factor 2 OS=Mus musculus GN=Nr2f2 PE=1 SV=2","P43135",46,3.365060242991e-06,0,0,0
"536","Creatine kinase B-type OS=Mus musculus GN=Ckb PE=1 SV=1","Q04447",43,2.69987391588813e-06,5.94524429999703e-06,0,0
"537","Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1","P07310",43,0,1.98174809999901e-06,0,0
"538","Creatine kinase U-type, mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1","P30275",47,3.04645347530355e-05,2.7196330308497e-05,0,0
"539","CREB-binding protein OS=Mus musculus GN=Crebbp PE=1 SV=3","P45481",265,4.38092748615809e-06,4.01958341037535e-06,0,0
"540","CREB-regulated transcription coactivator 3 OS=Mus musculus GN=Crtc3 PE=1 SV=2","Q91X84",67,0,0,1.03147015441108e-06,1.53875113931699e-06
"541","Crooked neck-like protein 1 OS=Mus musculus GN=Crnkl1 PE=1 SV=1","P63154",83,6.06116272683319e-06,5.64678826084055e-06,0,0
"542","CST complex subunit CTC1 OS=Mus musculus GN=Ctc1 PE=1 SV=2","Q5SUQ9",134,5.77584967080545e-07,0,5.15735077205541e-07,1.02583409287799e-06
"543","CST complex subunit STN1 OS=Mus musculus GN=Stn1 PE=1 SV=2","Q8K2X3",43,2.69987391588813e-06,1.98174809999901e-06,0,1.59839265634478e-06
"544","CTP synthase 1 OS=Mus musculus GN=Ctps1 PE=1 SV=2","P70698",67,0,0,1.75349926249884e-05,1.74391795789259e-05
"545","CUGBP Elav-like family member 2 OS=Mus musculus GN=Celf2 PE=1 SV=1","Q9Z0H4",54,1.43326639979246e-06,0,0,0
"546","CUGBP Elav-like family member 4 OS=Mus musculus GN=Celf4 PE=1 SV=2","Q7TSY6",52,1.48839203055371e-06,0,0,0
"547","Cullin-1 OS=Mus musculus GN=Cul1 PE=1 SV=1","Q9WTX6",90,1.28993975981322e-06,2.84050560999858e-06,3.45542501727713e-06,3.43654421114128e-06
"548","Cullin-2 OS=Mus musculus GN=Cul2 PE=1 SV=2","Q9D4H8",87,0,0,1.58870115736879e-06,0
"549","Cullin-3 OS=Mus musculus GN=Cul3 PE=1 SV=1","Q9JLV5",89,2.1740557749661e-06,3.35115830393091e-06,8.92975004464875e-06,8.10869982404121e-06
"550","Cullin-4A OS=Mus musculus GN=Cul4a PE=1 SV=1","Q3TCH7",88,0,0,1.57064773512597e-06,1.17154916288907e-06
"551","Cullin-4B OS=Mus musculus GN=Cul4b PE=1 SV=1","A2A432",111,0,1.1515563283778e-06,0,0
"552","Cullin-5 OS=Mus musculus GN=Cul5 PE=1 SV=3","Q9D5V5",91,1.40334105737921e-05,1.21735954714225e-05,6.83490662758113e-06,7.17520219908618e-06
"553","Cullin-7 OS=Mus musculus GN=Cul7 PE=1 SV=2","Q8VE73",192,0,0,7.19880211932734e-07,5.36960032990824e-07
"554","Cullin-9 OS=Mus musculus GN=Cul9 PE=1 SV=2","Q80TT8",209,2.96254107516911e-06,1.01932019497557e-06,1.9839760864749e-06,4.93283858058556e-07
"555","Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2","Q6ZQ38",136,5.69091070505831e-07,0,4.82743200943128e-06,3.2849319665321e-06
"556","Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus GN=Cand2 PE=1 SV=2","Q6ZQ73",136,0,0,7.62226106752307e-07,0
"557","CWF19-like protein 2 OS=Mus musculus GN=Cwf19l2 PE=1 SV=1","Q8BG79",103,0,8.27331731067547e-07,0,0
"558","CXXC-type zinc finger protein 1 OS=Mus musculus GN=Cxxc1 PE=2 SV=1","Q9CWW7",76,3.05512048376814e-06,5.04563496512906e-06,0,0
"559","Cyclin-C OS=Mus musculus GN=Ccnc PE=2 SV=4","Q62447",33,3.51801752676332e-06,5.16455565454287e-06,3.14129547025193e-06,0
"560","Cyclin-dependent kinase 13 OS=Mus musculus GN=Cdk13 PE=1 SV=3","Q69ZA1",165,2.57987951962643e-06,1.54936669636286e-06,0,0
"561","Cyclin-dependent kinase 16 OS=Mus musculus GN=Cdk16 PE=1 SV=1","Q04735",56,0,0,1.85112054496989e-06,2.45467443652948e-06
"562","Cyclin-dependent kinase 19 OS=Mus musculus GN=Cdk19 PE=2 SV=1","Q8BWD8",57,0,1.49500295263083e-06,0,0
"563","Cyclin-dependent kinase 7 OS=Mus musculus GN=Cdk7 PE=1 SV=2","Q03147",39,0,0,2.65801924405933e-06,3.52466072937567e-06
"564","Cyclin-dependent kinase 9 OS=Mus musculus GN=Cdk9 PE=1 SV=1","Q99J95",43,5.39974783177626e-06,3.96349619999802e-06,3.21434885328105e-06,0
"565","Cyclin-dependent-like kinase 5 OS=Mus musculus GN=Cdk5 PE=1 SV=1","P49615",33,0,0,4.18839396033591e-06,7.28963923575422e-06
"566","Cyclin-G-associated kinase OS=Mus musculus GN=Gak PE=1 SV=2","Q99KY4",144,1.34368724980543e-06,1.18354400416607e-06,0,0
"567","Cyclin-H OS=Mus musculus GN=Ccnh PE=1 SV=2","Q61458",38,0,0,1.81864474593533e-06,2.71306121932206e-06
"568","Cyclin-T1 OS=Mus musculus GN=Ccnt1 PE=1 SV=3","Q9QWV9",81,3.34428826618241e-06,3.15611734444287e-06,0,0
"569","Cysteine and glycine-rich protein 1 OS=Mus musculus GN=Csrp1 PE=1 SV=3","P97315",21,9.21385542723726e-06,6.08679773571124e-06,2.13907262974298e-05,2.45467443652948e-05
"570","Cysteine and glycine-rich protein 2 OS=Mus musculus GN=Csrp2 PE=1 SV=3","P97314",21,0,0,0,6.54579849741195e-06
"571","Cysteine desulfurase, mitochondrial OS=Mus musculus GN=Nfs1 PE=1 SV=3","Q9Z1J3",51,0,0,6.77534317113162e-06,4.04299318957797e-06
"572","Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1","Q9DB77",48,7.25591114894934e-06,7.98892202812101e-06,1.43976042386547e-06,2.1478401319633e-06
"573","Cytochrome b-c1 complex subunit 8 OS=Mus musculus GN=Uqcrq PE=1 SV=3","Q9CQ69",10,1.54792771177586e-05,1.27822752449936e-05,1.03662750518314e-05,1.03096326334238e-05
"574","Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus GN=Uqcrfs1 PE=1 SV=1","Q9CR68",29,6.67210220593043e-06,4.40768111896331e-06,1.31067845482925e-05,1.42201829426536e-05
"575","Cytochrome c oxidase subunit 2 OS=Mus musculus GN=Mtco2 PE=1 SV=1","P00405",26,0,0,2.65801924405933e-06,0
"576","Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2","Q62425",9,1.71991967975096e-05,1.89367040666572e-05,7.67872226061583e-06,7.63676491364728e-06
"577","Cytochrome c1, heme protein, mitochondrial OS=Mus musculus GN=Cyc1 PE=1 SV=1","Q9D0M3",35,3.31698795380541e-06,2.4347190942845e-06,1.97452858130121e-06,1.96373954922359e-06
"578","Cytohesin-2 OS=Mus musculus GN=Cyth2 PE=1 SV=2","P63034",47,4.94019482481657e-06,5.43926606169941e-06,0,0
"579","Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2","Q9JHU4",532,1.48391566354453e-05,9.05010715967593e-06,4.09195067835449e-06,2.51927113222763e-06
"580","Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1","O88487",68,2.27636428202332e-06,1.25316423970526e-06,0,1.01074829739449e-06
"581","Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2","Q6PDL0",54,0,0,2.55957408687194e-06,3.18198538068637e-06
"582","Cytoplasmic dynein 2 heavy chain 1 OS=Mus musculus GN=Dync2h1 PE=1 SV=1","Q45VK7",492,3.1461945361298e-07,0,4.00323630050399e-06,2.23515070643335e-06
"583","Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus GN=Cyfip1 PE=1 SV=1","Q7TMB8",145,4.00326132355826e-06,0,3.57457760407978e-06,2.13302744139803e-06
"584","Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus GN=Cyfip2 PE=1 SV=2","Q5SQX6",146,5.56617841563237e-06,2.91832768150539e-06,0,0
"585","Cytoplasmic polyadenylation element-binding protein 2 OS=Mus musculus GN=Cpeb2 PE=1 SV=1","Q812E0",58,1.46786248530469e-05,1.6896110956026e-05,5.95762934013297e-06,5.33256860349508e-06
"586","Cytoplasmic polyadenylation element-binding protein 3 OS=Mus musculus GN=Cpeb3 PE=1 SV=1","Q7TN99",78,1.24032669212809e-05,1.31100258923011e-05,5.31603848811865e-06,6.16815627640742e-06
"587","Cytoplasmic polyadenylation element-binding protein 4 OS=Mus musculus GN=Cpeb4 PE=1 SV=1","Q7TN98",80,1.0642003018459e-05,1.27822752449936e-05,0,0
"588","Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l1 PE=1 SV=1","Q8R0Y6",99,0,0,6.98065660055985e-07,6.94251355786116e-07
"589","Cytosolic 5'-nucleotidase 1B OS=Mus musculus GN=Nt5c1b PE=2 SV=2","Q91YE9",65,0,0,4.78443463930679e-06,6.87308842228255e-06
"590","Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=2","Q91V12",43,0,0,1.60717442664052e-06,1.59839265634478e-06
"591","Cytosolic carboxypeptidase 6 OS=Mus musculus GN=Agbl4 PE=1 SV=1","Q09LZ8",62,0,0,0,1.10856264875525e-06
"592","Cytosolic endo-beta-N-acetylglucosaminidase OS=Mus musculus GN=Engase PE=1 SV=1","Q8BX80",83,2.79745972007686e-06,2.5667219367457e-06,2.08158133570911e-06,8.28082942443681e-07
"593","D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3","Q61753",57,0,0,1.21242983062355e-06,2.41160997273072e-06
"594","D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus GN=Bdh1 PE=1 SV=2","Q80XN0",38,7.12861446212567e-06,6.72751328683874e-06,1.81864474593533e-06,1.80870747954804e-06
"595","DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=1 SV=2","Q9JII5",43,5.21975623738371e-05,5.94524429999703e-05,0.000112502209864837,0.000131867394148444
"596","DBIRD complex subunit ZNF326 OS=Mus musculus GN=Znf326 PE=1 SV=1","O88291",65,2.14328452399734e-05,2.2942545311527e-05,1.06320769762373e-06,1.58609732821905e-06
"597","DDB1- and CUL4-associated factor 1 OS=Mus musculus GN=Dcaf1 PE=1 SV=4","Q80TR8",169,9.15933557263823e-07,0,0,0
"598","DDB1- and CUL4-associated factor 11 OS=Mus musculus GN=Dcaf11 PE=1 SV=1","Q91VU6",62,0,1.37443819838641e-06,0,0
"599","DDB1- and CUL4-associated factor 5 OS=Mus musculus GN=Dcaf5 PE=1 SV=2","Q80T85",104,1.11629402291528e-06,0,0,0
"600","DDB1- and CUL4-associated factor 7 OS=Mus musculus GN=Dcaf7 PE=1 SV=1","P61963",39,1.68684430129421e-05,2.51275496269105e-05,7.97405773217798e-06,7.93048664109525e-06
"601","Death-inducer obliterator 1 OS=Mus musculus GN=Dido1 PE=1 SV=4","Q8C9B9",247,3.29012975175031e-06,3.7950074951398e-06,9.79270247811331e-07,4.17394033741855e-07
"602","Decorin OS=Mus musculus GN=Dcn PE=1 SV=1","P28654",40,0,0,3.45542501727713e-06,2.57740815835596e-06
"603","Dedicator of cytokinesis protein 3 OS=Mus musculus GN=Dock3 PE=1 SV=1","Q8CIQ7",233,1.82695330788996e-06,1.8286516802566e-06,5.93206011549721e-07,0
"604","Dedicator of cytokinesis protein 6 OS=Mus musculus GN=Dock6 PE=1 SV=4","Q8VDR9",233,0,0,5.04225109817263e-06,4.12975270008394e-06
"605","Dedicator of cytokinesis protein 7 OS=Mus musculus GN=Dock7 PE=1 SV=3","Q8R1A4",241,4.17490876620045e-06,3.35910414460413e-06,1.1470290513783e-05,1.11224252476772e-05
"606","Dedicator of cytokinesis protein 8 OS=Mus musculus GN=Dock8 PE=1 SV=4","Q8C147",239,0,0,1.30120607345164e-06,1.00651922502046e-06
"607","Dedicator of cytokinesis protein 9 OS=Mus musculus GN=Dock9 PE=1 SV=2","Q8BIK4",235,9.88038964963315e-07,5.43926606169941e-07,4.41118087311973e-07,0
"608","Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=1 SV=1","Q99L04",34,0,0,2.03260295133949e-06,3.03224489218348e-06
"609","Dehydrogenase/reductase SDR family member 13 OS=Mus musculus GN=Dhrs13 PE=1 SV=1","Q5SS80",41,0,0,1.68557317915957e-06,0
"610","Dehydrogenase/reductase SDR family member 4 OS=Mus musculus GN=Dhrs4 PE=1 SV=3","Q99LB2",30,0,0,9.214466712739e-06,1.03096326334238e-05
"611","Dehydrogenase/reductase SDR family member 7B OS=Mus musculus GN=Dhrs7b PE=1 SV=1","Q99J47",35,0,0,2.96179287195182e-06,3.92747909844717e-06
"612","Deleted in azoospermia-like OS=Mus musculus GN=Dazl PE=1 SV=1","Q64368",33,0,0,1.88477728215116e-05,2.29102947409418e-05
"613","Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus GN=Aldh18a1 PE=1 SV=2","Q9Z110",87,0,0,7.94350578684397e-07,2.76503557218264e-06
"614","DENN domain-containing protein 4B OS=Mus musculus GN=Dennd4b PE=1 SV=2","Q3U1Y4",165,0,0,4.18839396033591e-07,0
"615","Dephospho-CoA kinase domain-containing protein OS=Mus musculus GN=Dcakd PE=1 SV=1","Q8BHC4",26,0,0,3.98702886608899e-06,2.64349554703175e-06
"616","Deubiquitinating protein VCIP135 OS=Mus musculus GN=Vcpip1 PE=1 SV=1","Q8CDG3",135,0,0,2.30361667818475e-06,3.56382362636873e-06
"617","Diablo homolog, mitochondrial OS=Mus musculus GN=Diablo PE=1 SV=2","Q9JIQ3",27,0,0,3.83936113030792e-06,5.09117660909819e-06
"618","Diacylglycerol kinase epsilon OS=Mus musculus GN=Dgke PE=1 SV=1","Q9R1C6",64,9.67454819859913e-06,8.65466553046442e-06,3.77937111264686e-06,4.2956802639266e-06
"619","Diacylglycerol kinase zeta OS=Mus musculus GN=Dgkz PE=1 SV=2","Q80UP3",104,0,1.22906492740323e-06,0,0
"620","Dickkopf-like protein 1 OS=Mus musculus GN=Dkkl1 PE=1 SV=2","Q9QZL9",27,0,0,0,2.54558830454909e-06
"621","Differentially expressed in FDCP 8 OS=Mus musculus GN=Def8 PE=1 SV=1","Q99J78",52,0,1.63875323653764e-06,0,0
"622","Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2","O08749",54,0,0,5.11914817374389e-06,5.72757368523546e-06
"623","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2","Q8BMF4",68,0,0,5.58965811618359e-06,6.06448978436696e-06
"624","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1","Q9D2G2",49,0,0,2.11556633710844e-06,1.40267110658828e-06
"625","Dihydropyrimidinase-related protein 1 OS=Mus musculus GN=Crmp1 PE=1 SV=1","P97427",62,1.43557811979213e-05,1.03082864878981e-05,0,0
"626","Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2","O08553",62,1.24832879981924e-05,1.30571628846709e-05,0,0
"627","Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1","Q62188",62,2.18457539968367e-05,1.78676965790233e-05,6.13059277258845e-06,6.6513758925315e-06
"628","Dihydropyrimidinase-related protein 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1","O35098",62,3.1208219995481e-06,0,0,0
"629","Disheveled-associated activator of morphogenesis 2 OS=Mus musculus GN=Daam2 PE=1 SV=4","Q80U19",128,0,0,1.61973047684865e-06,5.36960032990824e-07
"630","Disintegrin and metalloproteinase domain-containing protein 2 OS=Mus musculus GN=Adam2 PE=1 SV=2","Q60718",82,0,0,5.89950612705851e-06,3.77181681710628e-06
"631","Disintegrin and metalloproteinase domain-containing protein 32 OS=Mus musculus GN=Adam32 PE=1 SV=3","Q8K410",84,0,0,4.93632145325304e-06,4.50023646697072e-06
"632","Disintegrin and metalloproteinase domain-containing protein 5 OS=Mus musculus GN=Adam5 PE=1 SV=1","Q3TTE0",85,0,0,8.53693239562584e-06,1.01074829739449e-05
